"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.663169504E1,1.152149215E-1,-4.860983789E-2,4.004993141E-1
6.664171804E1,1.381801665E-1,-1.120665744E-1,4.142135084E-1
6.665174204E1,1.077215821E-1,-1.759739071E-1,3.787897527E-1
6.666176504E1,1.562937722E-2,-2.070333958E-1,3.017604947E-1
6.667178904E1,-1.360118091E-1,-2.200240195E-1,2.200225145E-1
6.668181304E1,-3.080209792E-1,-2.198683321E-1,1.520052701E-1
6.669183604E1,-4.818495214E-1,-1.791318208E-1,9.868317842E-2
6.670186004E1,-6.285144091E-1,-1.364482790E-1,6.078203768E-2
6.671188304E1,-7.111341953E-1,-9.576850384E-2,4.700230807E-2
6.672190704E1,-7.135087848E-1,-6.520230323E-2,6.692396104E-2
6.673193004E1,-6.496504545E-1,-4.817751050E-2,1.109252423E-1
6.674195404E1,-5.303943157E-1,-4.932970926E-2,1.724411100E-1
6.675197804E1,-3.873950839E-1,-6.018874794E-2,2.434247434E-1
6.676200104E1,-2.486260533E-1,-9.158410877E-2,2.999644279E-1
6.677202504E1,-1.382864863E-1,-1.085138246E-1,3.266085386E-1
6.678204804E1,-7.384339720E-2,-1.092925966E-1,3.391900957E-1
6.679207204E1,-5.559008569E-2,-9.683859348E-2,3.372156024E-1
6.680209504E1,-8.286988735E-2,-6.660129875E-2,3.207266033E-1
6.681211904E1,-1.534524411E-1,-3.578159958E-2,2.935636938E-1
6.682214204E1,-2.361347079E-1,-2.957941219E-2,2.841041982E-1
6.683216604E1,-3.124848604E-1,-3.661015630E-2,2.978506386E-1
6.684219004E1,-3.572606444E-1,-4.027695209E-2,3.180213869E-1
6.685221304E1,-3.590134978E-1,-4.477290064E-2,3.388097584E-1
6.686223704E1,-3.333062530E-1,-4.868090898E-2,3.477108181E-1
6.687226004E1,-2.905137837E-1,-4.546993598E-2,3.429829180E-1
6.688228404E1,-2.690770924E-1,-4.407953098E-2,3.312299550E-1
6.689230704E1,-2.953433394E-1,-4.718451202E-2,3.102359772E-1
6.690233104E1,-3.812402189E-1,-3.882627189E-2,2.880699933E-1
6.691235504E1,-5.135937333E-1,-3.256038576E-2,2.646669447E-1
6.692237804E1,-6.674825549E-1,-2.191445976E-2,2.418209314E-1
6.693240204E1,-8.102628589E-1,1.266758889E-3,2.158782780E-1
6.694242504E1,-9.135600924E-1,1.577753015E-2,1.841796935E-1
6.695244904E1,-9.715192318E-1,1.094868593E-2,1.722684354E-1
6.696247204E1,-9.947055578E-1,9.464032017E-3,1.980769485E-1
6.697249604E1,-9.897822142E-1,1.213038992E-2,2.714001536E-1
6.698251904E1,-9.641416669E-1,1.566325873E-2,3.621912599E-1
6.699254304E1,-9.227153659E-1,2.196349949E-2,4.425380230E-1
6.700256704E1,-8.637896776E-1,9.066130035E-3,4.862020016E-1
6.701259004E1,-8.000335693E-1,-1.129249111E-3,4.902643859E-1
6.702261404E1,-7.423695326E-1,-7.867971435E-3,4.483019114E-1
6.703263704E1,-7.016990781E-1,-6.448240019E-3,3.746300936E-1
6.704266104E1,-6.773836017E-1,-5.776503123E-3,2.967414558E-1
6.705268404E1,-6.792159081E-1,-1.816765964E-2,2.326221019E-1
6.706270804E1,-6.869482994E-1,-4.537935555E-2,2.086265683E-1
6.707273204E1,-6.902537942E-1,-1.030357331E-1,2.132143974E-1
6.708275504E1,-6.920524240E-1,-1.307482570E-1,2.111138403E-1
6.709277904E1,-6.965177655E-1,-1.607666016E-1,1.995346695E-1
6.710280204E1,-6.986470819E-1,-1.767593920E-1,1.877820343E-1
6.711282604E1,-7.081476450E-1,-1.719670296E-1,1.871508658E-1
6.712284904E1,-7.169368863E-1,-1.504580379E-1,2.126474977E-1
6.713287304E1,-7.206552029E-1,-1.142718047E-1,2.552386224E-1
6.714289704E1,-7.351536155E-1,-7.887110114E-2,3.127735555E-1
6.715292004E1,-7.774222493E-1,-5.968701839E-2,3.296212554E-1
6.716294404E1,-8.520110846E-1,-5.233186483E-2,2.892843783E-1
6.717296704E1,-9.479690790E-1,-8.722727001E-2,2.253013998E-1
6.718299104E1,-1.048534989E0,-1.191661730E-1,1.591289341E-1
6.719301404E1,-1.098164916E0,-1.257638931E-1,1.463374943E-1
6.720303804E1,-1.082810879E0,-1.333381981E-1,2.111697197E-1
6.721306204E1,-1.012524724E0,-1.379870176E-1,3.118646145E-1
6.722308504E1,-9.177684188E-1,-1.277082860E-1,4.112113118E-1
6.723310904E1,-8.071007729E-1,-1.314108819E-1,4.842080176E-1
6.724313204E1,-7.108836174E-1,-1.355677396E-1,5.024626851E-1
6.725315604E1,-6.325169206E-1,-1.395840496E-1,4.848533273E-1
6.726317904E1,-5.799329877E-1,-1.426163018E-1,4.556859434E-1
6.727320304E1,-5.574761629E-1,-1.403882951E-1,4.395503700E-1
6.728322604E1,-5.555598736E-1,-1.371292174E-1,4.373773932E-1
6.729325004E1,-5.851225853E-1,-1.267199963E-1,4.364887178E-1
6.730327404E1,-6.186335087E-1,-1.123343855E-1,4.290730953E-1
6.731329704E1,-6.617215872E-1,-1.047694087E-1,4.043136835E-1
6.732332104E1,-7.032067180E-1,-8.558267355E-2,3.592740297E-1
6.733334404E1,-7.347553372E-1,-6.123871356E-2,3.113887906E-1
6.734336804E1,-7.409318686E-1,-5.024198443E-2,2.966222763E-1
6.735339104E1,-7.226545811E-1,-7.366581261E-2,3.114755154E-1
6.736341504E1,-7.037855387E-1,-1.009297445E-1,3.260115981E-1
6.737343904E1,-6.967923045E-1,-1.102279052E-1,3.249093294E-1
6.738346204E1,-6.954974532E-1,-1.127906293E-1,3.259146512E-1
6.739348604E1,-6.871220469E-1,-1.232967973E-1,3.311168551E-1
6.740350904E1,-6.661863923E-1,-1.440646201E-1,3.530723155E-1
6.741353304E1,-6.406913996E-1,-1.518809944E-1,3.723333776E-1
6.742355604E1,-6.299179196E-1,-1.740128696E-1,3.754196167E-1
6.743358004E1,-6.408531666E-1,-1.810604036E-1,3.508950770E-1
6.744360408E1,-6.691534519E-1,-1.654792428E-1,3.210093975E-1
6.745362708E1,-7.124865651E-1,-1.529517323E-1,3.009475470E-1
6.746365108E1,-7.626100183E-1,-1.384696215E-1,2.935353518E-1
6.747367408E1,-8.079237342E-1,-1.472074389E-1,2.925462425E-1
6.748369808E1,-8.557192087E-1,-1.384831965E-1,3.009780943E-1
6.749372108E1,-8.938364983E-1,-1.393846720E-1,3.145671189E-1
6.750374508E1,-9.239868522E-1,-1.116255522E-1,3.305049837E-1
6.751376908E1,-9.339164495E-1,-6.249794737E-2,3.436796367E-1
6.752379208E1,-9.185540676E-1,-2.787146717E-2,3.637072444E-1
6.753381608E1,-8.961870074E-1,2.520791255E-3,3.766552508E-1
6.754383908E1,-8.723719716E-1,2.849217877E-2,3.766039312E-1
6.755386308E1,-8.412401676E-1,5.670677498E-2,3.791328669E-1
6.756388608E1,-7.971898317E-1,6.172126904E-2,3.646574616E-1
6.757391008E1,-7.357081175E-1,3.823298216E-2,3.565153778E-1
6.758393408E1,-6.606535316E-1,-1.058751717E-2,3.526061773E-1
6.759395708E1,-5.920749903E-1,-5.637604371E-2,3.545638919E-1
6.760398108E1,-5.449447632E-1,-8.747668564E-2,3.530499339E-1
6.761400408E1,-5.400581360E-1,-1.160058007E-1,3.459078670E-1
6.762402808E1,-5.793848634E-1,-1.393073648E-1,3.298946917E-1
6.763405108E1,-6.622810364E-1,-1.086908653E-1,3.259899616E-1
6.764407508E1,-7.802572846E-1,-7.814314216E-2,3.314451575E-1
6.765409908E1,-8.993893266E-1,-5.420984328E-2,3.437391222E-1
6.766412208E1,-9.951673150E-1,-5.330627784E-2,3.479642272E-1
6.767414608E1,-1.051126838E0,-2.621553838E-2,3.348324597E-1
6.768416908E1,-1.056917071E0,-2.194317430E-2,3.099173903E-1
6.769419308E1,-1.024238229E0,-4.123191908E-2,2.880754769E-1
6.770421608E1,-9.604696035E-1,-5.965549499E-2,2.858534455E-1
6.771424008E1,-8.856683373E-1,-7.666404545E-2,2.963191569E-1
6.772426408E1,-8.215001822E-1,-1.226098910E-1,3.069933653E-1
6.773428708E1,-7.774397731E-1,-1.502244771E-1,3.102043271E-1
6.774431108E1,-7.622184157E-1,-1.712129414E-1,3.082261384E-1
6.775433408E1,-7.771492004E-1,-1.954847276E-1,3.003368080E-1
6.776435808E1,-8.128634691E-1,-1.939240545E-1,3.090659976E-1
6.777438108E1,-8.529783487E-1,-1.673813909E-1,3.255634606E-1
6.778440508E1,-8.868544102E-1,-1.330269724E-1,3.397939801E-1
6.779442908E1,-9.040118456E-1,-9.941574186E-2,3.543463051E-1
6.780445208E1,-9.033424258E-1,-7.623106241E-2,3.558462560E-1
6.781447608E1,-8.874582648E-1,-5.307621136E-2,3.652703762E-1
6.782449908E1,-8.668116331E-1,-8.114650100E-2,3.785061836E-1
6.783452308E1,-8.375570774E-1,-9.048274904E-2,3.864674270E-1
6.784454608E1,-8.072235584E-1,-1.102559865E-1,3.850454390E-1
6.785457008E1,-7.787504196E-1,-1.141729653E-1,3.658869267E-1
6.786459408E1,-7.694662213E-1,-1.058329642E-1,3.430278897E-1
6.787461708E1,-7.920889854E-1,-7.191681117E-2,3.154860139E-1
6.788464108E1,-8.454634547E-1,-6.342285872E-2,2.861697078E-1
6.789466408E1,-9.205043912E-1,-3.981553391E-2,2.631405294E-1
6.790468808E1,-1.000101209E0,-2.752025053E-2,2.358135879E-1
6.791471108E1,-1.079640150E0,-2.422887832E-3,1.900207996E-1
6.792473508E1,-1.148263812E0,2.744701877E-2,1.440617442E-1
6.793475908E1,-1.186614633E0,2.765474468E-2,1.278446913E-1
6.794478208E1,-1.188532233E0,-7.974062115E-3,1.504695266E-1
6.795480608E1,-1.159148812E0,-8.419293165E-2,2.035684288E-1
6.796482908E1,-1.100351453E0,-1.313543618E-1,2.501297593E-1
6.797485308E1,-1.025016785E0,-1.488292217E-1,2.776905596E-1
6.798487708E1,-9.452350736E-1,-1.644035578E-1,2.828967273E-1
6.799490008E1,-8.775100708E-1,-1.755022854E-1,2.761077881E-1
6.800492408E1,-8.132094145E-1,-1.879628599E-1,2.718373239E-1
6.801494708E1,-7.659095526E-1,-1.886438280E-1,2.843163610E-1
6.802497108E1,-7.289054394E-1,-1.958275884E-1,3.013512194E-1
6.803499408E1,-7.123301625E-1,-1.798795164E-1,3.328119516E-1
6.804501808E1,-7.051384449E-1,-1.640827060E-1,3.535074294E-1
6.805504208E1,-7.087523937E-1,-1.359163225E-1,3.693503141E-1
6.806506508E1,-7.143655419E-1,-1.146511063E-1,3.814766407E-1
6.807508908E1,-7.186870575E-1,-1.169470176E-1,3.908933103E-1
6.808511208E1,-7.269848585E-1,-1.010703593E-1,3.904017806E-1
6.809513608E1,-7.435984612E-1,-9.487451613E-2,3.683340251E-1
6.810515908E1,-7.809449434E-1,-8.483248949E-2,3.390351236E-1
6.811518308E1,-8.543339372E-1,-8.603623509E-2,2.900966108E-1
6.812520708E1,-9.627597332E-1,-1.050498784E-1,2.223966569E-1
6.813523008E1,-1.088212013E0,-1.144439131E-1,1.595987827E-1
6.814525408E1,-1.206063628E0,-1.069850326E-1,1.019293442E-1
6.815527708E1,-1.281643629E0,-8.375054598E-2,8.195537329E-2
6.816530108E1,-1.276968718E0,-5.836627632E-2,1.241520494E-1
6.817532408E1,-1.186780572E0,-3.825914115E-2,2.340332866E-1
6.818534808E1,-1.036948562E0,-9.727081284E-3,3.686572015E-1
6.819537208E1,-8.575302958E-1,1.010867581E-2,4.764470458E-1
6.820539508E1,-6.908832788E-1,7.182374597E-3,5.558557510E-1
6.821541908E1,-5.611249804E-1,-2.091637254E-2,6.060875058E-1
6.822544208E1,-4.950783849E-1,-5.361644924E-2,6.261359453E-1
6.823546608E1,-4.949388504E-1,-7.385487109E-2,6.276115775E-1
6.824548908E1,-5.550559759E-1,-8.775250614E-2,6.046697497E-1
6.825551308E1,-6.514597535E-1,-9.683655202E-2,5.673924088E-1
6.826553708E1,-7.764060497E-1,-8.562579751E-2,5.147897005E-1
6.827556008E1,-9.108448625E-1,-5.985705927E-2,4.535271525E-1
6.828558408E1,-1.029497981E0,-7.515290286E-3,4.047809243E-1
6.829560708E1,-1.100847721E0,3.910680488E-2,3.889982402E-1
6.830563108E1,-1.106617689E0,6.288871169E-2,4.291257858E-1
6.831565408E1,-1.039174438E0,4.300449044E-2,5.090970397E-1
6.832567808E1,-9.238681793E-1,5.819213577E-3,5.880217552E-1
6.833570208E1,-7.988652587E-1,-2.928737551E-2,6.552745104E-1
6.834572508E1,-7.062548995E-1,-6.941857189E-2,6.744751930E-1
6.835574908E1,-6.658062935E-1,-8.724950254E-2,6.700546145E-1
6.836577208E1,-6.757950783E-1,-9.636077285E-2,6.474536657E-1
6.837579608E1,-7.327827215E-1,-8.228063583E-2,6.106669307E-1
6.838582008E1,-8.092702031E-1,-7.649015635E-2,6.029347181E-1
6.839584308E1,-8.844206333E-1,-5.415342376E-2,6.267042160E-1
6.840586708E1,-9.378358126E-1,-2.735965885E-2,6.645576954E-1
6.841589008E1,-9.517300725E-1,2.501353249E-2,7.211722136E-1
6.842591408E1,-9.048824310E-1,6.064407900E-2,7.795726061E-1
6.843593708E1,-8.121476769E-1,6.124063209E-2,8.214308619E-1
6.844596146E1,-7.156859636E-1,4.256158322E-2,8.283429146E-1
6.845598546E1,-6.433851719E-1,6.706111133E-3,7.982803583E-1
6.846600846E1,-6.061930656E-1,-2.619511262E-2,7.402751446E-1
6.847603246E1,-6.009804606E-1,-6.729647517E-2,6.721677184E-1
6.848605546E1,-6.078534722E-1,-6.980521977E-2,6.109963655E-1
6.849607946E1,-6.142748594E-1,-8.042564243E-2,5.831907988E-1
6.850610346E1,-6.191726923E-1,-6.269575655E-2,5.824745893E-1
6.851612646E1,-6.294876337E-1,-4.297504574E-2,5.839862227E-1
6.852615046E1,-6.359351873E-1,-2.218270861E-2,5.801265836E-1
6.853617346E1,-6.314347386E-1,-6.476716138E-3,5.807111263E-1
6.854619746E1,-5.975639820E-1,-9.258946404E-3,5.910689831E-1
6.855622046E1,-5.351291299E-1,-2.443124168E-2,6.198883653E-1
6.856624446E1,-4.660589993E-1,-3.814803809E-2,6.391117573E-1
6.857626846E1,-3.935986459E-1,-1.745101437E-2,6.445978880E-1
6.858629146E1,-3.428604603E-1,1.964830607E-2,6.283400655E-1
6.859631546E1,-3.087472320E-1,6.220828369E-2,6.112654209E-1
6.860633846E1,-3.166975975E-1,7.713568211E-2,6.077486873E-1
6.861636246E1,-3.436602354E-1,8.013999462E-2,6.042754054E-1
6.862638546E1,-3.813686669E-1,9.493299574E-2,5.862004757E-1
6.863640946E1,-4.274740815E-1,1.159139127E-1,5.252191424E-1
6.864643346E1,-4.716441929E-1,1.381462812E-1,4.582494795E-1
6.865645646E1,-4.992198944E-1,1.457623988E-1,4.191673398E-1
6.866648046E1,-5.139269233E-1,1.335187703E-1,4.368805289E-1
6.867650346E1,-4.981695414E-1,1.114408895E-1,4.930522144E-1
6.868652746E1,-4.685225487E-1,7.644033432E-2,5.473079681E-1
6.869655146E1,-4.274925590E-1,6.283104420E-2,5.767542720E-1
6.870657446E1,-3.716925979E-1,3.510454670E-2,5.745938420E-1
6.871659846E1,-3.242014945E-1,2.224041522E-2,5.642552376E-1
6.872662146E1,-3.027886152E-1,4.597943276E-3,5.507916808E-1
6.873664546E1,-3.232989609E-1,-2.353142947E-2,5.315881371E-1
6.874666846E1,-3.764812648E-1,-4.005243257E-2,5.248963833E-1
6.875669246E1,-4.410517514E-1,-5.422923714E-2,5.340994596E-1
6.876671646E1,-4.932408929E-1,-6.880056858E-2,5.508278608E-1
6.877673946E1,-5.072251558E-1,-7.331409305E-2,5.664907098E-1
6.878676346E1,-4.883057773E-1,-7.294365019E-2,5.879187584E-1
6.879678646E1,-4.532657862E-1,-7.707288116E-2,5.934770703E-1
6.880681046E1,-4.283897579E-1,-1.055285186E-1,5.729452372E-1
6.881683446E1,-4.348021150E-1,-1.101294011E-1,5.301415920E-1
6.882685746E1,-4.825620353E-1,-1.345949173E-1,4.852495492E-1
6.883688146E1,-5.661985874E-1,-1.227046996E-1,4.210689664E-1
6.884690446E1,-6.869382262E-1,-1.086199731E-1,3.587599397E-1
6.885692846E1,-8.384222984E-1,-5.712029710E-2,3.114438355E-1
6.886695146E1,-1.014889717E0,-1.414865628E-2,2.435800731E-1
6.887697546E1,-1.206546307E0,1.966922730E-2,1.430532038E-1
6.888699946E1,-1.399645209E0,5.633462593E-2,2.926073596E-2
6.889702246E1,-1.579831481E0,8.390579373E-2,-4.827639833E-2
6.890704646E1,-1.718113184E0,9.982972592E-2,-6.622008234E-2
6.891706946E1,-1.790976286E0,1.330598444E-1,-1.469403971E-2
6.892709346E1,-1.785128117E0,1.152264029E-1,1.027578339E-1
6.893711746E1,-1.700351477E0,9.103051573E-2,2.381007373E-1
6.894714046E1,-1.557434082E0,7.063093781E-2,3.644323051E-1
6.895716446E1,-1.403374791E0,1.036008745E-1,4.466480911E-1
6.896718746E1,-1.278722405E0,1.425994784E-1,4.826005995E-1
6.897721146E1,-1.210861802E0,1.840609014E-1,4.779445827E-1
6.898723446E1,-1.199205279E0,2.177517712E-1,4.546375573E-1
6.899725846E1,-1.212723732E0,2.434347719E-1,4.467490017E-1
6.900728246E1,-1.212653875E0,2.207019031E-1,4.568153024E-1
6.901730546E1,-1.200709820E0,2.156320512E-1,4.562118351E-1
6.902732946E1,-1.182067871E0,1.920469850E-1,4.440609217E-1
6.903735246E1,-1.160882711E0,1.784512699E-1,4.299666882E-1
6.904737646E1,-1.145323515E0,1.340836585E-1,4.116129279E-1
6.905740046E1,-1.116399765E0,5.514330044E-2,3.888594210E-1
6.906742346E1,-1.064403296E0,1.256689616E-2,3.759959042E-1
6.907744746E1,-9.802918434E-1,-1.781817339E-2,3.799291253E-1
6.908747046E1,-8.837473989E-1,-3.836413100E-2,4.018754661E-1
6.909749446E1,-7.993316054E-1,-5.122400448E-2,4.464165866E-1
6.910751846E1,-7.434215546E-1,-3.207288682E-2,4.961120188E-1
6.911754146E1,-7.146154642E-1,-7.049026433E-3,5.389907956E-1
6.912756546E1,-6.993423700E-1,5.395482294E-3,5.785189867E-1
6.913758846E1,-6.738525033E-1,-8.519534022E-3,6.157768369E-1
6.914761246E1,-6.322847009E-1,-2.224564366E-2,6.417173743E-1
6.915763546E1,-5.798854232E-1,-2.729632892E-2,6.454588771E-1
6.916765946E1,-5.429638624E-1,-2.711399272E-2,6.387248635E-1
6.917768346E1,-5.252618194E-1,-2.954252996E-2,6.195511818E-1
6.918770646E1,-5.380279422E-1,-2.681932598E-2,5.882101059E-1
6.919773046E1,-5.736019015E-1,-1.575815305E-2,5.465865135E-1
6.920775346E1,-6.292806268E-1,-4.481530748E-3,4.916699827E-1
6.921777746E1,-7.052224874E-1,2.709370665E-2,4.320655167E-1
6.922780146E1,-7.995992899E-1,1.166444719E-1,3.492758572E-1
6.923782446E1,-9.201781750E-1,2.031269073E-1,2.426101267E-1
6.924784846E1,-1.004199862E0,1.554340124E-1,1.447244585E-1
6.925787146E1,-1.062029004E0,4.895789549E-2,9.367139637E-2
6.926789546E1,-1.093565226E0,5.649768934E-2,1.078752652E-1
6.927791846E1,-1.084384203E0,1.437260676E-2,2.031503767E-1
6.928794246E1,-1.048695683E0,-9.297114611E-2,3.297610879E-1
6.929796646E1,-9.866778851E-1,-1.823510975E-1,4.509977698E-1
6.930798946E1,-8.923136592E-1,-2.141181678E-1,5.397146940E-1
6.931801346E1,-7.733728886E-1,-2.225995362E-1,6.088133454E-1
6.932803646E1,-6.652793884E-1,-1.878668368E-1,6.709282398E-1
6.933806046E1,-5.953255892E-1,-1.468027532E-1,7.159383297E-1
6.934808446E1,-5.835188627E-1,-1.231486499E-1,7.309782505E-1
6.935810746E1,-6.276165247E-1,-1.058769822E-1,7.174547315E-1
6.936813146E1,-7.130424380E-1,-1.030387878E-1,6.796012521E-1
6.937815446E1,-8.129160404E-1,-1.098753959E-1,6.260719895E-1
6.938817846E1,-9.016605616E-1,-1.121903285E-1,5.918599963E-1
6.939820246E1,-9.717743993E-1,-1.177198514E-1,5.624283552E-1
6.940822546E1,-1.007436275E0,-1.510810554E-1,5.445346832E-1
6.941824946E1,-1.006839752E0,-1.610364914E-1,5.642295480E-1
6.942827246E1,-9.859479666E-1,-1.815919280E-1,6.090601087E-1
6.943829646E1,-9.491627812E-1,-1.943615079E-1,6.733091474E-1
6.944831967E1,-9.051271677E-1,-1.732129008E-1,7.467043996E-1
6.945834267E1,-8.457400203E-1,-1.356378347E-1,8.233376741E-1
6.946836667E1,-7.947325110E-1,-9.213220328E-2,8.917649388E-1
6.947838967E1,-7.565907240E-1,-6.876216084E-2,9.471733570E-1
6.948841367E1,-7.442184091E-1,-7.351596653E-2,9.724850655E-1
6.949843667E1,-7.506728172E-1,-9.332722425E-2,9.815725684E-1
6.950846067E1,-7.740024328E-1,-1.014797464E-1,9.790674448E-1
6.951848467E1,-8.004534841E-1,-1.443944573E-1,9.682701826E-1
6.952850767E1,-8.326408863E-1,-1.847678721E-1,9.458171725E-1
6.953853167E1,-8.621401787E-1,-2.336696237E-1,9.121010303E-1
6.954855467E1,-8.924503326E-1,-2.641174793E-1,8.531028628E-1
6.955857867E1,-9.277774096E-1,-2.608548403E-1,7.779146433E-1
6.956860267E1,-9.631374478E-1,-2.557031512E-1,7.104511857E-1
6.957862567E1,-9.830121398E-1,-2.351598144E-1,6.580646634E-1
6.958864967E1,-9.914004803E-1,-2.129680067E-1,6.240449548E-1
6.959867267E1,-9.947236180E-1,-2.002452910E-1,5.975832939E-1
6.960869667E1,-1.024874926E0,-1.978408396E-1,5.443482399E-1
6.961872067E1,-1.102627516E0,-1.990749538E-1,4.386468828E-1
6.962874367E1,-1.248799920E0,-2.404578477E-1,2.857654989E-1
6.963876767E1,-1.436702490E0,-3.154711127E-1,1.106259152E-1
6.964879067E1,-1.622191906E0,-3.946712315E-1,-5.765133724E-2
6.965881467E1,-1.762440324E0,-4.104608595E-1,-1.591694355E-1
6.966883867E1,-1.822225332E0,-3.987186253E-1,-1.522979885E-1
6.967886167E1,-1.793361187E0,-3.527511358E-1,-3.527576476E-2
6.968888567E1,-1.703718185E0,-3.396024704E-1,1.548611671E-1
6.969890867E1,-1.588639975E0,-2.871669829E-1,3.562105298E-1
6.970893267E1,-1.452620745E0,-2.217619270E-1,5.230371952E-1
6.971895567E1,-1.325291038E0,-1.636075377E-1,6.293809414E-1
6.972897967E1,-1.222185254E0,-1.128704771E-1,6.785940528E-1
6.973900367E1,-1.166151524E0,-4.729678854E-2,6.500191689E-1
6.974902667E1,-1.170778871E0,2.224432677E-2,5.665128231E-1
6.975905067E1,-1.223192096E0,4.631477594E-2,4.774998426E-1
6.976907367E1,-1.338702679E0,3.041591309E-2,3.899994195E-1
6.977909767E1,-1.497385025E0,2.039443888E-2,2.794449627E-1
6.978912167E1,-1.665398240E0,6.760719419E-2,1.897018105E-1
6.979914467E1,-1.796795487E0,1.281413734E-1,1.681232750E-1
6.980916867E1,-1.874404430E0,1.442326307E-1,2.231075466E-1
6.981919167E1,-1.902800202E0,1.376823187E-1,3.030622900E-1
6.982921567E1,-1.883280635E0,1.387745440E-1,3.419831693E-1
6.983923967E1,-1.842993617E0,1.434119046E-1,3.021308184E-1
6.984926267E1,-1.808576345E0,1.728643626E-1,2.015856951E-1
6.985928667E1,-1.785818338E0,2.062332481E-1,7.583335787E-2
6.986930967E1,-1.762832880E0,2.416178733E-1,-2.531177737E-2
6.987933367E1,-1.720038772E0,3.253993094E-1,-3.911973163E-2
6.988935767E1,-1.661817551E0,4.196080863E-1,2.577744611E-2
6.989938067E1,-1.575798273E0,3.047512770E-1,1.965052485E-1
6.990940467E1,-1.464181542E0,1.376507580E-1,4.368734658E-1
6.991942767E1,-1.354029775E0,1.426721513E-1,6.175944805E-1
6.992945167E1,-1.244026542E0,1.560111195E-1,6.891504526E-1
6.993947567E1,-1.166099787E0,1.491923630E-1,6.929057837E-1
6.994949867E1,-1.098717690E0,1.210229769E-1,6.716178060E-1
6.995952267E1,-1.038414121E0,1.070829332E-1,6.533282995E-1
6.996954567E1,-9.841032028E-1,1.113139018E-1,6.387453079E-1
6.997956967E1,-9.390840530E-1,1.241450086E-1,6.408912539E-1
6.998959367E1,-9.120490551E-1,8.297470212E-2,6.566911340E-1
6.999961667E1,-9.074226022E-1,2.809467167E-2,6.561523676E-1
7.000964067E1,-8.950555325E-1,-2.183850482E-2,6.684538126E-1
7.001966367E1,-8.627407551E-1,-3.330600448E-3,7.202214003E-1
7.002968767E1,-8.245604634E-1,3.127794713E-2,8.099566102E-1
7.003971167E1,-7.777000070E-1,8.140742779E-2,9.117112160E-1
7.004973467E1,-7.573083043E-1,1.924748570E-1,1.004827023E0
7.005975867E1,-7.790788412E-1,2.816598713E-1,1.063438296E0
7.006978167E1,-8.508362770E-1,3.509387970E-1,1.039314032E0
7.007980567E1,-9.823035002E-1,3.880097270E-1,9.483522773E-1
7.008982867E1,-1.156278133E0,3.876916468E-1,8.238545060E-1
7.009985267E1,-1.352527022E0,3.739193976E-1,6.658779383E-1
7.010987667E1,-1.546291709E0,3.778378367E-1,4.846538603E-1
7.011989967E1,-1.683318496E0,3.569831550E-1,3.403533995E-1
7.012992367E1,-1.746226549E0,3.500865698E-1,2.652311921E-1
7.013994667E1,-1.729031801E0,3.485216796E-1,2.234810740E-1
7.014997067E1,-1.642382383E0,3.573320508E-1,2.268866897E-1
7.015999467E1,-1.533471346E0,2.810167670E-1,2.740992308E-1
7.017001767E1,-1.437345982E0,2.338578403E-1,3.485015929E-1
7.018004167E1,-1.340062618E0,2.483640760E-1,4.043355584E-1
7.019006467E1,-1.241047144E0,2.863461673E-1,4.778913856E-1
7.020008867E1,-1.129735589E0,2.971096039E-1,5.974987745E-1
7.021011267E1,-1.032750010E0,3.124981523E-1,7.410039306E-1
7.022013567E1,-9.825832844E-1,3.675419390E-1,8.526833057E-1
7.023015967E1,-9.854292870E-1,3.821491301E-1,8.931935430E-1
7.024018267E1,-1.028949261E0,3.367800415E-1,8.629642725E-1
7.025020667E1,-1.105458379E0,2.507177591E-1,7.768021822E-1
7.026023067E1,-1.192969322E0,2.026466578E-1,6.506133676E-1
7.027025367E1,-1.271670699E0,1.984684169E-1,5.298686028E-1
7.028027767E1,-1.342533708E0,2.208733261E-1,4.492416680E-1
7.029030067E1,-1.395783186E0,2.413058281E-1,4.134835303E-1
7.030032467E1,-1.429298282E0,2.030029148E-1,3.975005746E-1
7.031034867E1,-1.435351849E0,1.025012359E-1,4.145076871E-1
7.032037167E1,-1.416175008E0,-3.767664731E-2,4.795229137E-1
7.033039567E1,-1.372063398E0,-1.269660741E-1,5.697703362E-1
7.034041867E1,-1.311586499E0,-8.638589084E-2,6.583667397E-1
7.035044267E1,-1.254147768E0,-5.265986174E-2,7.405140996E-1
7.036046667E1,-1.239788890E0,-4.570261762E-2,7.840844393E-1
7.037048967E1,-1.262265801E0,-4.597641900E-2,7.580334544E-1
7.038051367E1,-1.319545627E0,-5.329025909E-2,6.351282597E-1
7.039053667E1,-1.403413653E0,-4.786466062E-2,4.291118383E-1
7.040056067E1,-1.498511434E0,-7.194229960E-2,1.915701181E-1
7.041058467E1,-1.589049220E0,-7.553105801E-2,-2.609892376E-2
7.042060767E1,-1.666189432E0,-4.024630040E-2,-1.598769575E-1
7.043063167E1,-1.699013233E0,4.438404925E-3,-1.686029285E-1
7.044065467E1,-1.687591791E0,-1.184235960E-1,-7.764559984E-2
7.045067942E1,-1.649107218E0,-2.712206542E-1,6.468903273E-2
7.046070342E1,-1.577072144E0,-3.433294892E-1,2.092089355E-1
7.047072642E1,-1.500167727E0,-3.767563999E-1,3.174041212E-1
