Time_s,xAccel_m_s2,yAccel_m_s2,zAccel_m_s2,xRate_rad_s,yRate_rad_s,zRate_rad_s,xMag_uT,yMag_uT,zMag_uT,e0,e1,e2,e3,u_m_s,v_m_s,w_m_s,gx_m_s2,gy_m_s2,gz_m_s2,xI_m,yI_m,zI_m,GPS_lat_deg,GPS_long_deg,Alt_m,delta_t,delta_e,delta_a,delta_r
40.576236725,3.996506214,-0.501435280,40.606361389,-0.448977202,1.633869648,-0.163944051,-2.284688473,-16.664066315,50.260215759,-0.908560336,0.201652080,-0.255050600,0.262304813,21.387470245,-5.314377785,-0.273308277,-3.493461132,-4.898196697,7.735853672,-83.313880920,-247.356246948,-14.223855972,43.815450997,-111.787079506,1683.223876953,0.968827903,-0.031941030,0.115577891,-0.010050251
40.644077301,3.349303722,-0.498689175,38.810043335,0.134881392,1.468336940,-0.163907841,-7.347432613,-17.149002075,49.607734680,-0.891567945,0.192932233,-0.302406460,0.276467383,20.963228226,-5.386559486,-0.276519120,-4.230239391,-5.010324478,7.282977104,-82.457328796,-248.496902466,-14.622879982,43.815458700,-111.787093722,1683.622924805,0.967581034,-0.007371007,0.256281406,0.007537689
40.709014893,2.624602318,-0.502537727,37.893009186,0.798872411,1.296690702,-0.171858758,-11.605628967,-15.641839981,49.291404724,-0.878614426,0.167466789,-0.336464405,0.294590175,20.553915024,-5.463912487,-0.261901706,-4.819113731,-4.831309795,7.033818722,-81.753974915,-249.607772827,-15.082551003,43.815465025,-111.787107567,1684.082519531,0.976309240,0.054054055,0.349246234,0.005025126
40.774795532,2.082212925,-0.507006884,36.373405457,1.391980648,1.065976501,-0.201518044,-15.257220268,-12.140172958,49.283187866,-0.868692696,0.125246704,-0.358022362,0.318600327,20.154449463,-5.509654045,-0.262734383,-5.307371140,-4.376519203,6.979822159,-81.159286499,-250.739654541,-15.618441582,43.815470373,-111.787121675,1684.618408203,0.968827903,0.046683047,0.346733660,-0.010050251
40.842403412,1.469093323,-0.490976572,33.898258209,1.699897885,0.862134695,-0.256631881,-18.312463760,-7.184989929,49.214122772,-0.859474659,0.071517378,-0.367718637,0.347809821,19.764591217,-5.471762180,-0.286999375,-5.701571465,-3.722508192,7.048050880,-80.666465759,-251.893417358,-16.237710953,43.815474805,-111.787136055,1685.237670898,0.968827903,0.063882060,0.354271352,0.007537689
40.906837463,0.915530205,-0.472483635,30.873964310,1.856504917,0.671837807,-0.291356981,-20.648792267,-1.878632665,48.776000977,-0.849711955,0.016593868,-0.367472261,0.377727956,19.421388626,-5.347731590,-0.328586251,-5.993391514,-3.007956982,7.146429539,-80.296882629,-252.968887329,-16.886960983,43.815478129,-111.787149459,1685.886962891,0.968827903,0.063882060,0.359296471,-0.010050251
40.972320557,0.383924961,-0.442556858,27.579671860,1.930825710,0.503657460,-0.319398224,-22.521711349,3.706266403,47.833423615,-0.838042617,-0.039814845,-0.359286427,0.408671826,19.097385406,-5.148441315,-0.379268855,-6.217652321,-2.235187531,7.237730503,-80.005302429,-254.025482178,-17.598964691,43.815480751,-111.787162628,1686.598999023,0.968827903,0.046683047,0.334170848,0.005025126
41.039035797,-0.208841324,-0.408421874,24.357530594,1.894656539,0.374855250,-0.326775193,-24.038732529,9.217101097,46.326934814,-0.823975325,-0.095225513,-0.345087111,0.439217180,18.788326263,-4.885586262,-0.431415647,-6.390024662,-1.447650552,7.287791729,-79.776908875,-255.056076050,-18.370237350,43.815482805,-111.787175472,1687.370239258,0.976309240,0.063882060,0.346733660,0.005025126
41.104507446,-0.601115227,-0.379538417,21.298870087,1.876232386,0.252682298,-0.314162850,-25.213890076,14.307383537,44.368442535,-0.808276892,-0.146743491,-0.326673031,0.467375189,18.503582001,-4.594457626,-0.481750220,-6.518575668,-0.674192846,7.286536694,-79.602561951,-256.018859863,-19.163803101,43.815484373,-111.787187472,1688.163818359,0.968827903,0.049140047,0.319095463,-0.010050251
41.169975281,-1.040422916,-0.343001753,18.561580658,1.785403490,0.165808812,-0.298821270,-26.138536453,18.966768265,42.024265289,-0.791048527,-0.194708705,-0.305070281,0.493216932,18.223794937,-4.282486439,-0.528406918,-6.611023426,0.058883943,7.234010696,-79.461944580,-256.933197021,-19.985229492,43.815485638,-111.787198868,1688.985229492,0.967581034,0.063882060,0.288944721,0.005025126
41.237155914,-1.479778767,-0.312411785,15.925708771,1.644856334,0.082062528,-0.267780602,-26.875686646,23.152402878,39.378471375,-0.772521317,-0.239007980,-0.281257242,0.516701460,17.944992065,-3.952389956,-0.577215374,-6.677039623,0.744122744,7.134665012,-79.338989258,-257.823883057,-20.848539352,43.815486744,-111.787209969,1689.848510742,0.967581034,0.063882060,0.195979893,-0.010050251
41.303264618,-1.935606956,-0.281477451,13.056318283,1.383491158,0.020642933,-0.243618920,-27.424444199,26.475868225,36.822929382,-0.754811823,-0.275497317,-0.258559823,0.536196887,17.680673599,-3.619947672,-0.629662693,-6.720411301,1.356226206,7.002624989,-79.228202820,-258.658477783,-21.709951401,43.815487740,-111.787220371,1690.709960938,0.968827903,0.049140047,0.080402009,0.005025126
41.367969513,-2.405386448,-0.250973225,10.686922073,1.024327397,-0.009147077,-0.216359958,-27.850753784,28.806077957,34.692153931,-0.739603817,-0.302383602,-0.239979893,0.551325738,17.434087753,-3.288088083,-0.677072227,-6.746091366,1.785632849,6.880536079,-79.121932983,-259.442016602,-22.556713104,43.815488696,-111.787230136,1691.556762695,0.976309240,0.066339068,0.052763820,-0.010050251
41.435840607,-2.677912235,-0.221608162,8.699541092,0.756297350,-0.042197719,-0.182645336,-28.193199158,30.438724518,32.979198456,-0.726720572,-0.322116047,-0.224849671,0.563525617,17.192163467,-2.945872307,-0.715070248,-6.760414124,2.101217270,6.776554585,-79.007629395,-260.236389160,-23.441768646,43.815489724,-111.787240037,1692.441772461,0.967581034,0.051597051,-0.037688442,-0.010050251
41.500301361,-3.016677856,-0.191093206,7.301066399,0.463396490,-0.052676260,-0.154211089,-28.431680679,31.372768402,31.880859375,-0.717662752,-0.333889574,-0.214645788,0.572193325,16.967782974,-2.631841183,-0.739001572,-6.763815403,2.287017822,6.712702751,-78.893913269,-260.971679688,-24.274223328,43.815490746,-111.787249201,1693.274169922,0.967581034,0.066339068,-0.067839198,0.005025126
41.565021515,-3.336909771,-0.168273687,6.249215126,0.249129996,-0.070023768,-0.116827480,-28.583845139,31.826606750,31.289474487,-0.711792886,-0.339784950,-0.208282247,0.578373253,16.754274368,-2.337112427,-0.754292965,-6.757811546,2.378364086,6.686955929,-78.773605347,-261.696166992,-25.098546982,43.815491828,-111.787258231,1694.098510742,0.967581034,0.063882060,-0.090452261,-0.010050251
41.631622314,-3.642291307,-0.143867970,5.530756950,0.090812802,-0.082273282,-0.083570249,-28.638883591,31.969129562,31.093236923,-0.708548427,-0.341421634,-0.204506814,0.582724154,16.547481537,-2.063544512,-0.760683596,-6.739942551,2.405709267,6.695204258,-78.642936707,-262.431640625,-25.932552338,43.815493003,-111.787267398,1694.932495117,0.967581034,0.049140047,-0.105527639,0.007537689
41.698543549,-4.023054123,-0.125840425,5.215862751,-0.016064145,-0.082857065,-0.045889024,-28.605533600,31.909273148,31.185276031,-0.707496107,-0.340099961,-0.202694476,0.585402608,16.354310989,-1.824038386,-0.756112814,-6.713514328,2.390907049,6.726982594,-78.504440308,-263.163696289,-26.754777908,43.815494249,-111.787276522,1695.754760742,0.976309240,0.063882060,-0.090452261,-0.010050251
41.763412476,-4.174008369,-0.111963987,5.048160076,-0.049126912,-0.094872117,-0.015520890,-28.487558365,31.783002853,31.421325684,-0.707881749,-0.337417424,-0.201641679,0.586850524,16.187213898,-1.628116965,-0.749089181,-6.679319859,2.362571239,6.770889282,-78.363250732,-263.868927002,-27.536703110,43.815495519,-111.787285311,1696.536743164,0.968827903,0.049140047,-0.105527639,-0.010050251
41.830150604,-4.400204182,-0.096503735,4.979591370,-0.087422788,-0.096920647,0.010129768,-28.291242599,31.628110886,31.753248215,-0.709272265,-0.333842546,-0.200803503,0.587503195,16.024047852,-1.457960010,-0.739441872,-6.636436939,2.329272032,6.824382782,-78.210784912,-264.591400146,-28.325941086,43.815496890,-111.787294316,1697.325927734,0.968827903,0.061425060,-0.082914576,0.005025126
41.897232056,-4.605100155,-0.088129997,4.937893391,-0.072579674,-0.108726531,0.039744861,-28.016736984,31.505575180,32.116374969,-0.711354733,-0.330087453,-0.199639365,0.587504029,15.874817848,-1.319582224,-0.730111480,-6.585294724,2.303637028,6.882381916,-78.050170898,-265.315399170,-29.104057312,43.815498334,-111.787303339,1698.104003906,0.968827903,0.056511056,-0.065326631,-0.010050251
41.962627411,-4.783308983,-0.078966856,4.920233727,-0.038606327,-0.116521232,0.060934223,-27.674318314,31.484090805,32.432762146,-0.713642180,-0.326995522,-0.197506458,0.587179661,15.743140221,-1.213350058,-0.721293986,-6.526793003,2.300646544,6.938875675,-77.886398315,-266.020202637,-29.848474503,43.815499807,-111.787312124,1698.848510742,0.968827903,0.046683047,-0.062814072,0.007537689
42.027565002,-4.923880100,-0.074978113,4.975587845,-0.013741075,-0.118218951,0.082876608,-27.278339386,31.559974670,32.693424225,-0.716033936,-0.324638426,-0.194500938,0.586578786,15.625742912,-1.130873322,-0.711182475,-6.462924957,2.319510698,6.992173195,-77.716621399,-266.719757080,-30.574352264,43.815501334,-111.787320842,1699.574340820,0.967581034,0.061425060,-0.047738694,-0.010050251
42.080837250,-5.055254459,-0.072008848,4.975213051,0.015799930,-0.127837092,0.095108978,-26.912906647,31.693181992,32.866981506,-0.718039453,-0.323221833,-0.191340208,0.585948825,15.538047791,-1.076786280,-0.705044925,-6.405645370,2.350951195,7.034255981,-77.571884155,-267.293792725,-31.160282135,43.815502636,-111.787327997,1700.160278320,0.968827903,0.049140047,-0.067839198,-0.010050251
42.146064758,-5.179128170,-0.066615582,4.966849327,0.011498128,-0.131067351,0.105346359,-26.426660538,31.896162033,33.064579010,-0.720613658,-0.321680874,-0.186996952,0.585038066,15.442218781,-1.019561291,-0.698660970,-6.330446243,2.398763657,7.086000919,-77.387672424,-267.997406006,-31.866294861,43.815504292,-111.787336766,1700.866333008,0.968827903,0.061425060,-0.072864324,0.005025126
42.211326599,-5.273125648,-0.065927267,4.913160324,0.002215243,-0.142091841,0.118090115,-25.896760941,32.102622986,33.283321381,-0.723499060,-0.319914013,-0.182467580,0.583874822,15.358306885,-0.970316768,-0.694668591,-6.249490261,2.447884083,7.140850544,-77.195480347,-268.702758789,-32.560344696,43.815506021,-111.787345558,1701.560302734,0.967581034,0.046683047,-0.165829152,-0.010050251
42.278148651,-5.390534401,-0.099847555,4.837805748,-0.172851756,-0.140944883,0.111986451,-25.329284668,32.137714386,33.683750153,-0.727390289,-0.316070169,-0.179202154,0.582142353,15.283952713,-0.917232275,-0.691962719,-6.163866043,2.462244987,7.210001469,-76.990234375,-269.427185059,-33.258293152,43.815507867,-111.787354586,1702.258300781,0.968827903,-0.056511056,-1.000000000,0.022613065
42.345478058,-5.465820312,-0.053051233,4.842447281,-1.374566793,-0.082622021,0.033103932,-24.936573029,30.261938095,35.656444550,-0.738051713,-0.293353289,-0.192394316,0.576374769,15.226866722,-0.783410192,-0.687147081,-6.097562790,2.076334000,7.385699749,-76.774597168,-270.160339355,-33.948585510,43.815509806,-111.787363724,1702.948608398,0.968827903,-0.054054055,-1.000000000,0.047738694
42.410308838,-5.526372910,-0.042127848,5.285634041,-1.992523074,-0.049536459,0.010604082,-24.745923996,26.126985550,38.910415649,-0.754016757,-0.250644565,-0.222518325,0.564908564,15.184631348,-0.609367251,-0.667929292,-6.063995361,1.250776649,7.596284866,-76.559371948,-270.869689941,-34.601482391,43.815511741,-111.787372565,1703.601440430,0.968827903,-0.063882060,-1.000000000,0.010050251
42.478424072,-5.607266426,-0.031184189,5.944478035,-2.341409922,-0.026200846,-0.008088149,-24.643974304,20.050552368,42.422283173,-0.770875812,-0.193065494,-0.263047665,0.547066867,15.148378372,-0.454992205,-0.641866028,-6.044733047,0.110472448,7.712911606,-76.327453613,-271.618225098,-35.277027130,43.815513827,-111.787381895,1704.276977539,0.971321702,-0.054054055,-1.000000000,0.007537689
42.541847229,-5.615718842,-0.026537895,6.328507900,-2.513909101,-0.020026468,-0.025201691,-24.597587585,13.249171257,45.037967682,-0.783393621,-0.132411703,-0.304058909,0.525651813,15.121366501,-0.362672687,-0.626412153,-6.033018589,-1.085275412,7.646233559,-76.109481812,-272.317962646,-35.898738861,43.815515787,-111.787390616,1704.898681641,0.968827903,-0.061425060,-1.000000000,-0.007537689
42.606517792,-5.647391319,-0.022334814,6.405710697,-2.610317945,-0.011477601,-0.052429974,-24.573074341,5.557976723,46.629093170,-0.791185319,-0.066322498,-0.346370578,0.499654293,15.095686913,-0.321686715,-0.621987939,-6.020877361,-2.352726698,7.365713596,-75.889259338,-273.034698486,-36.526725769,43.815517768,-111.787399549,1705.526733398,0.968827903,-0.044226043,-1.000000000,0.007537689
42.677577972,-5.659969807,-0.025471926,6.043925762,-2.663493872,-0.010019282,-0.086853206,-24.538129807,-3.359486103,46.857166290,-0.792850316,0.009152888,-0.391480505,0.466955692,15.071513176,-0.334319919,-0.633229136,-6.000017166,-3.714111090,6.800381184,-75.654205322,-273.828582764,-37.209285736,43.815519882,-111.787409443,1706.209228516,0.967581034,-0.041769043,-1.000000000,-0.010050251
42.737129211,-5.692420959,-0.027453899,5.455410957,-2.685939789,-0.001937654,-0.127507657,-24.472106934,-10.908985138,45.728664398,-0.788205743,0.073581576,-0.427201509,0.436825484,15.054325104,-0.380947381,-0.652967036,-5.970131397,-4.784512997,6.124213696,-75.465606689,-274.501617432,-37.773220062,43.815521578,-111.787417832,1706.773193359,0.968827903,-0.054054055,-1.000000000,0.005025126
42.804897308,-5.787908077,-0.032652855,4.723495007,-2.698624372,0.026089951,-0.173948690,-24.348447800,-19.274011612,42.949573517,-0.775834382,0.147129640,-0.465124100,0.400116891,15.041780472,-0.456504017,-0.678407192,-5.919532776,-5.876133919,5.144919395,-75.261535645,-275.279479980,-38.402458191,43.815523413,-111.787427527,1707.402465820,0.976309240,-0.034398034,-1.000000000,0.005025126
42.873939514,-5.690138340,-0.040742874,3.829114199,-2.705074310,0.055348121,-0.223952964,-24.136053085,-27.231231689,38.534553528,-0.755375385,0.221412405,-0.500374794,0.360568613,15.043110847,-0.549612463,-0.710879326,-5.844370365,-6.806098461,3.944663048,-75.064949036,-276.088745117,-39.025615692,43.815525181,-111.787437613,1708.025634766,0.968827903,-0.017199017,-1.000000000,-0.010050251
42.936103821,-5.674971104,-0.044753075,2.883333206,-2.711016655,0.085728556,-0.272255987,-23.817220688,-33.663574219,33.294204712,-0.730212986,0.287227780,-0.528796971,0.323516697,15.047692299,-0.631695986,-0.745487452,-5.748233318,-7.457527637,2.717188358,-74.896293640,-276.834411621,-39.567398071,43.815526698,-111.787446906,1708.567382812,0.968827903,-0.002457002,-1.000000000,0.005025126
43.005073547,-5.629768848,-0.049915791,1.809686542,-2.717235088,0.126209036,-0.316911697,-23.279491425,-39.733264923,26.236120224,-0.694954753,0.358425617,-0.556361437,0.281124711,15.064619064,-0.706847131,-0.785481572,-5.604736328,-7.944680691,1.228418946,-74.715255737,-277.682220459,-40.143127441,43.815528326,-111.787457473,1709.143066406,0.967581034,-0.009828010,-1.000000000,-0.010050251
43.071701050,-5.600486279,-0.051363945,0.937047362,-2.726120472,0.186016783,-0.356218100,-22.558872223,-44.305900574,18.359865189,-0.653579891,0.424664944,-0.579012632,0.239243507,15.094444275,-0.754743099,-0.818982005,-5.427896023,-8.154371262,-0.290167183,-74.542556763,-278.522369385,-40.671016693,43.815529879,-111.787467944,1709.671020508,0.968827903,-0.024570024,-1.000000000,0.005025126
43.134849548,-5.627216339,-0.052738190,0.424482226,-2.737191200,0.261962146,-0.378303081,-21.688899994,-47.286293030,10.129080772,-0.607658207,0.484399259,-0.597060978,0.199065521,15.138418198,-0.771416187,-0.840223372,-5.223210335,-8.100531578,-1.771853566,-74.377571106,-279.338012695,-41.144001007,43.815531363,-111.787478110,1710.144042969,0.976309240,-0.004914005,-1.000000000,-0.010050251
43.203147888,-5.454465866,-0.053122520,0.041811228,-2.754136801,0.339076042,-0.392758727,-20.521087646,-48.861576080,0.656448245,-0.550839186,0.544948697,-0.612779081,0.155270353,15.207869530,-0.753274441,-0.857798517,-4.966244698,-7.763823509,-3.331592560,-74.195281982,-280.241027832,-41.624752045,43.815533002,-111.787489365,1710.624755859,0.968827903,-0.017199017,-1.000000000,-0.010050251
43.269359589,-5.337674618,-0.044281006,-0.097201824,-2.776832104,0.427143991,-0.390644670,-19.140190125,-48.633838654,-8.797932625,-0.488850147,0.598951995,-0.624169290,0.112671338,15.286353111,-0.693241835,-0.867211580,-4.660885334,-7.124752998,-4.853253365,-74.013542175,-281.136749268,-42.059577942,43.815534637,-111.787500529,1711.059570312,0.967581034,0.000000000,-1.000000000,0.007537689
43.331871033,-5.244627476,-0.038616657,-0.024007797,-2.802103758,0.500920713,-0.368909389,-17.612857819,-46.760620117,-17.670099258,-0.424378127,0.644938171,-0.631439924,0.072399668,15.374382973,-0.599960327,-0.869190753,-4.341146946,-6.272513866,-6.152238369,-73.837051392,-282.000366211,-42.441154480,43.815536224,-111.787511292,1711.441162109,0.968827903,0.000000000,-1.000000000,-0.010050251
43.398395538,-5.097012997,-0.026123047,0.277891159,-2.834480524,0.578643978,-0.335662156,-15.749465942,-42.983901978,-26.708404541,-0.349880099,0.687814474,-0.635312080,0.029560888,15.484178543,-0.461330742,-0.864053130,-3.963520765,-5.102210999,-7.368716240,-73.644226074,-282.938720703,-42.815162659,43.815537958,-111.787522988,1711.815185547,0.967581034,-0.014742015,-1.000000000,0.005025126
43.465686798,-5.043963432,-0.014550924,0.956869125,-2.872596979,0.661969304,-0.280799180,-13.609251022,-37.344337463,-35.059795380,-0.268681645,0.724004269,-0.635175288,-0.013431439,15.610918045,-0.279130131,-0.846982419,-3.540570259,-3.663194656,-8.371701241,-73.444580078,-283.908752441,-43.157676697,43.815539753,-111.787535077,1712.157714844,0.976309240,0.002457002,-1.000000000,-0.010050251
43.531089783,-4.777012348,0.000361919,1.861550331,-2.916038036,0.722608805,-0.217452988,-11.296648026,-30.231620789,-42.040874481,-0.184725583,0.751449347,-0.631032705,-0.054755267,15.756590843,-0.063653536,-0.823782802,-3.095860004,-2.060691595,-9.066929817,-73.246704102,-284.872467041,-43.452461243,43.815541533,-111.787547089,1712.452514648,0.968827903,-0.009828010,-1.000000000,-0.010050251
43.597816467,-4.576450348,0.020199955,3.128255844,-2.968536854,0.781789243,-0.139574930,-8.717251778,-21.521657944,-47.642719269,-0.094625153,0.770848989,-0.622548997,-0.096285045,15.915781975,0.191104308,-0.790007174,-2.614130020,-0.272623360,-9.440975189,-73.040794373,-285.877746582,-43.709278107,43.815543385,-111.787559618,1712.709228516,0.968827903,0.009828010,-1.000000000,0.005025126
43.663238525,-4.340313911,0.042027235,4.561923027,-3.026618719,0.811845124,-0.048175681,-6.016068935,-11.835384369,-51.310142517,-0.002755682,0.780582786,-0.610008717,-0.136280373,16.089174271,0.467017800,-0.752697706,-2.125161648,1.560202837,-9.438721657,-72.833251953,-286.885101318,-43.911476135,43.815545251,-111.787572173,1712.911499023,0.967581034,0.012285012,-1.000000000,-0.010050251
43.733173370,-4.085960388,0.065569162,6.294930458,-3.098741055,0.825751781,0.051905248,-3.007848740,-0.633060217,-52.910800934,0.098153993,0.779969931,-0.591822445,-0.178210482,16.293684006,0.783563375,-0.709799230,-1.591912031,3.545327187,-8.996470451,-72.600914001,-287.984405518,-44.065399170,43.815547341,-111.787585874,1713.065429688,0.968827903,0.002457002,-1.000000000,0.005025126
43.797096252,-3.848765373,0.084907532,8.219748497,-3.173555851,0.828178108,0.152468458,-0.181318983,9.932123184,-52.060737610,0.191890970,0.768753588,-0.570766449,-0.215456381,16.501070023,1.081318974,-0.663223445,-1.104916692,5.283721447,-8.179329872,-72.372947693,-289.006988525,-44.143135071,43.815549391,-111.787598619,1713.143188477,0.972568572,0.017199017,-1.000000000,-0.010050251
43.864814758,-3.454993010,0.109172821,10.383586884,-3.264492035,0.799734771,0.254017085,2.831484795,20.926713943,-48.611263275,0.291493475,0.745036304,-0.543738246,-0.253576666,16.743829727,1.388143420,-0.613967955,-0.601843536,6.942034721,-6.891004086,-72.105743408,-290.104125977,-44.154270172,43.815551794,-111.787612294,1713.154296875,0.967581034,0.002457002,-1.000000000,-0.010050251
43.930561066,-3.112392426,0.132446289,12.632917404,-3.365115404,0.763516366,0.349627495,5.717531204,30.831516266,-42.728538513,0.387159526,0.709777415,-0.512652814,-0.288982183,16.995416641,1.667301893,-0.565525889,-0.134901166,8.277251244,-5.244895458,-71.809730530,-291.176300049,-44.092319489,43.815554456,-111.787625656,1713.092285156,0.968827903,0.017199017,-1.000000000,0.005025126
44.001018524,-2.681293249,0.151779175,14.946525574,-3.484251499,0.689266443,0.449158370,8.704192162,39.899200439,-33.782993317,0.486787409,0.657914996,-0.474064499,-0.324728757,17.285474777,1.918850183,-0.520608485,0.330639303,9.286005020,-3.114610672,-71.438148499,-292.323516846,-43.948520660,43.815557798,-111.787639955,1712.948486328,0.967581034,0.002457002,-1.000000000,-0.010050251
44.069892883,-2.261759043,0.168404579,17.055299759,-3.613002300,0.607944727,0.526147425,11.448266029,46.494842529,-22.719326019,0.579216301,0.592717350,-0.430985123,-0.356996626,17.582902908,2.099391222,-0.484442502,0.741286814,9.742843628,-0.753340244,-71.006713867,-293.433288574,-43.739326477,43.815561678,-111.787653787,1712.739379883,0.968827903,0.002457002,-1.000000000,0.005025126
44.136005402,-1.830189705,0.175023079,18.746639252,-3.743696213,0.510534644,0.587818146,13.868499756,50.075103760,-10.447407722,0.661194444,0.516550541,-0.384616464,-0.384795517,17.876129150,2.190380335,-0.461259186,1.084304333,9.601063728,1.638253331,-70.518920898,-294.479370117,-43.489368439,43.815566064,-111.787666824,1712.489379883,0.968827903,0.017199017,-1.000000000,-0.010050251
44.204689026,-1.392349005,0.176803589,19.679653168,-3.884554386,0.381305903,0.620526314,16.096593857,50.391780853,3.250972748,0.736677647,0.423476666,-0.331621855,-0.409878790,18.177593231,2.185184240,-0.460846722,1.378724098,8.810879707,4.062943459,-69.930686951,-295.540557861,-43.199344635,43.815571355,-111.787680050,1712.199340820,0.968827903,0.002457002,-1.000000000,-0.010050251
44.272781372,-0.964786530,0.165623188,19.860616684,-4.023392677,0.258683294,0.623888075,17.970388412,46.941619873,16.809223175,0.798968136,0.318053365,-0.274543196,-0.430253476,18.461723328,2.076102734,-0.479191869,1.614246368,7.322192669,6.310286045,-69.268684387,-296.566619873,-42.904212952,43.815577308,-111.787692839,1711.904174805,0.968827903,0.019656019,-1.000000000,0.005025126
44.338928223,-0.593176484,0.142900944,18.975746155,-4.151861668,0.122645661,0.601776063,19.473327637,39.955772400,28.867385864,0.844855070,0.204473451,-0.215496317,-0.444940329,18.713047028,1.867030740,-0.523394823,1.783209682,5.297620296,8.049559593,-68.561309814,-297.543518066,-42.629905701,43.815583670,-111.787705014,1711.629882812,0.968827903,0.004914005,-1.000000000,-0.010050251
44.404644012,-0.250664830,0.125769615,17.184228897,-4.270472527,0.010541068,0.541566133,20.661720276,29.782274246,38.666648865,0.873687208,0.082794070,-0.154120043,-0.453941435,18.930620193,1.574723601,-0.587675691,1.902159572,2.800258160,9.196757317,-67.812606812,-298.503753662,-42.381599426,43.815590403,-111.787716982,1711.381591797,0.967581034,0.022113021,-1.000000000,0.005025126
44.470348358,0.008762836,0.082202777,14.493748665,-4.375339508,-0.101314455,0.458302498,21.583154678,17.067222595,45.297657013,0.883744717,-0.045025166,-0.091079652,-0.456806928,19.110597610,1.220004916,-0.675124109,1.979810715,0.076483354,9.597631454,-67.037719727,-299.464508057,-42.159748077,43.815597372,-111.787728957,1711.159790039,0.968827903,0.024570024,-1.000000000,-0.010050251
44.536121368,0.238044024,0.050975561,10.984357834,-4.466441154,-0.187177479,0.342208087,22.314086914,2.815807819,47.991176605,0.873404503,-0.176063761,-0.027674342,-0.453211159,19.255252838,0.836927950,-0.780808568,2.037014723,-2.730449200,9.188865662,-66.254013062,-300.435913086,-41.956024170,43.815604420,-111.787741064,1710.956054688,0.968827903,0.009828010,-1.000000000,0.005025126
44.602001190,0.347793818,0.017432213,7.343854904,-4.543057442,-0.223726645,0.216063648,22.894412994,-11.711110115,46.343246460,0.841696560,-0.306674004,0.035199095,-0.443011403,19.369964600,0.463570952,-0.888714254,2.081583023,-5.330067158,7.955967903,-65.474098206,-301.423400879,-41.754219055,43.815611434,-111.787753371,1710.754272461,0.976309240,0.024570024,-1.000000000,0.005025126
44.668228149,0.611549377,-0.013324261,3.592922211,-4.608410835,-0.237194881,0.081799470,23.398332596,-25.180103302,40.342044830,0.788179755,-0.433508605,0.096579455,-0.426046252,19.468933105,0.134122640,-0.999269426,2.127270699,-7.477151394,5.967154980,-64.700851440,-302.429656982,-41.535114288,43.815618388,-111.787765913,1710.535156250,0.968827903,0.017199017,-1.000000000,-0.010050251
44.734249115,0.768847227,-0.027439117,0.277776480,-4.666728020,-0.202330261,-0.054227024,23.909179688,-36.134342194,30.523115158,0.713705659,-0.551770210,0.154713288,-0.402787417,19.550695419,-0.102575414,-1.097140431,2.190737009,-8.925628662,3.402031898,-63.939044952,-303.439941406,-41.284751892,43.815625239,-111.787778504,1710.284790039,0.968827903,0.034398034,-1.000000000,0.005025126
44.800304413,0.931148052,-0.053085327,-2.380926847,-4.717725754,-0.147930607,-0.166663498,24.502384186,-43.499286652,17.788927078,0.619377851,-0.658293843,0.208708301,-0.373445034,19.630527496,-0.215408623,-1.177397728,2.281792641,-9.515743256,0.532977283,-63.179393768,-304.449096680,-40.993515015,43.815632070,-111.787791082,1709.993530273,0.967581034,0.036855038,-1.000000000,-0.010050251
44.864578247,1.059808612,-0.026728630,-4.059316635,-4.764690876,-0.065552376,-0.257343799,25.212654114,-46.464279175,3.793785334,0.510417402,-0.747441471,0.256179750,-0.339377761,19.710966110,-0.181235254,-1.228131771,2.406826258,-9.193390846,-2.393482208,-62.435264587,-305.421722412,-40.670074463,43.815638763,-111.787803204,1709.670043945,0.968827903,0.022113021,-1.000000000,0.005025126
44.932811737,1.125956297,-0.001759529,-4.173919678,-4.812245846,0.059901331,-0.307695627,26.121280670,-44.723560333,-11.246420860,0.378744572,-0.823047280,0.300498724,-0.298070908,19.804843903,0.018532967,-1.235407591,2.575333595,-7.887658596,-5.214643478,-61.634620667,-306.440277100,-40.288276672,43.815645963,-111.787815899,1709.288330078,0.976309240,0.036855038,-1.000000000,0.005025126
44.996715546,1.355284214,0.030221462,-3.025187969,-4.857876301,0.169180304,-0.314569205,27.103637695,-38.684768677,-24.039165497,0.243479177,-0.873424649,0.335825861,-0.255084962,19.903900146,0.347447067,-1.206550002,2.760104179,-5.895816326,-7.325379848,-60.875373840,-307.382751465,-39.899433136,43.815652791,-111.787827646,1708.899414062,0.968827903,0.024570024,-1.000000000,-0.010050251
45.063026428,1.504094124,0.080952168,-0.283917427,-4.910111904,0.289962590,-0.286214530,28.250339508,-28.537353516,-34.591007233,0.094311871,-0.902638972,0.365517735,-0.206748694,20.005725861,0.817387521,-1.136209369,2.978827000,-3.191144943,-8.774006844,-60.083145142,-308.352844238,-39.463993073,43.815659916,-111.787839736,1708.463989258,0.968827903,0.044226043,-0.997487426,0.005025126
45.133018494,1.669528365,0.146219820,3.643535614,-4.963270664,0.372852862,-0.204798579,29.538965225,-14.755664825,-41.457447052,-0.068317682,-0.906095564,0.388780236,-0.152228415,20.117843628,1.414201260,-1.035145998,3.218623400,-0.020650297,-9.256351471,-59.250038147,-309.370239258,-38.960067749,43.815667408,-111.787852417,1707.960083008,0.968827903,0.046683047,-0.994974852,-0.010050251
